Sample_Identification,Provider,Study_Number,Sample_Accession,Experiment_Accession,Run_Accession,Median_DoublingTime_NoAntimicrbial,Median_GrowthYield_NoAntimicrbial,Median_DoublingTime_CAM_0.5,Median_GrowthYield_CAM_0.5,Median_DoublingTime_CAM_1,Median_GrowthYield_CAM_1,Median_DoublingTime_CAM_2,Median_GrowthYield_CAM_2,Median_DoublingTime_CIP_0.002,Median_GrowthYield_CIP_0.002,Median_DoublingTime_CIP_0.004,Median_GrowthYield_CIP_0.004,Median_DoublingTime_CIP_0.008,Median_GrowthYield_CIP_0.008,Median_DoublingTime_CTX_0.5,Median_GrowthYield_CTX_0.5,Median_DoublingTime_CTX_1,Median_GrowthYield_CTX_1,Median_DoublingTime_CTX_2,Median_GrowthYield_CTX_2,Median_DoublingTime_KAN_4,Median_GrowthYield_KAN_4,Median_DoublingTime_KAN_8,Median_GrowthYield_KAN_8,Median_DoublingTime_KAN_16,Median_GrowthYield_KAN_16,Median_DoublingTime_TET_0.3,Median_GrowthYield_TET_0.3,Median_DoublingTime_TET_0.6,Median_GrowthYield_TET_0.6,Median_DoublingTime_TET_1.25,Median_GrowthYield_TET_1.25,Median_DoublingTime_TRIM_0.125,Median_GrowthYield_TRIM_0.125,Median_DoublingTime_TRIM_0.25,Median_GrowthYield_TRIM_0.25,Median_DoublingTime_TRIM_0.5,Median_GrowthYield_TRIM_0.5,StandardDeviation_DoublingTime_NoAntimicrbial,StandardDeviation_GrowthYield_NoAntimicrobial,StandardDeviation_DoublingTime_CAM_0.5,StandardDeviation_GrowthYield_CAM_0.5,StandardDeviation_DoublingTime_CAM_1,StandardDeviation_GrowthYield_CAM_1,StandardDeviation_DoublingTime_CAM_2,StandardDeviation_GrowthYield_CAM_2,StandardDeviation_DoublingTime_CIP_0.002,StandardDeviation_GrowthYield_CIP_0.002,StandardDeviation_DoublingTime_CIP_0.004,StandardDeviation_GrowthYield_CIP_0.004,StandardDeviation_DoublingTime_CIP_0.008,StandardDeviation_GrowthYield_CIP_0.008,StandardDeviation_DoublingTime_CTX_0.5,StandardDeviation_GrowthYield_CTX_0.5,StandardDeviation_DoublingTime_CTX_1,StandardDeviation_GrowthYield_CTX_1,StandardDeviation_DoublingTime_CTX_2,StandardDeviation_GrowthYield_CTX_2,StandardDeviation_DoublingTime_KAN_4,StandardDeviation_GrowthYield_KAN_4,StandardDeviation_DoublingTime_KAN_8,StandardDeviation_GrowthYield_KAN_8,StandardDeviation_DoublingTime_KAN_16,StandardDeviation_GrowthYield_KAN_16,StandardDeviation_DoublingTime_TET_0.3,StandardDeviation_GrowthYield_TET_0.3,StandardDeviation_DoublingTime_TET_0.6,StandardDeviation_GrowthYield_TET_0.6,StandardDeviation_DoublingTime_TET_1.25,StandardDeviation_GrowthYield_TET_1.25,StandardDeviation_DoublingTime_TRIM_0.125,StandardDeviation_GrowthYield_TRIM_0.125,StandardDeviation_DoublingTime_TRIM_0.25,StandardDeviation_GrowthYield_TRIM_0.25,StandardDeviation_DoublingTime_TRIM_0.5,StandardDeviation_GrowthYield_TRIM_0.5
27970_1#347,NA,PRJEB23294,SAMEA5098105,ERX3844433,ERR3831709,-0.461804584,1.516943832,-0.171440542,0.100988557,-0.322292506,0.605599346,-0.626385562,1.950820006,-0.110956438,0.991803772,-0.035527088,2.771897605,-0.352029776,4.339987535,-0.092695006,4.589914972,0.017681514,5.391946946,0.048887646,5.910235754,0.051341395,1.04344193,-0.0579205,0.644285468,-0.280186144,-0.170593712,-0.16897822,1.833666832,-0.901838815,4.504422779,-1.875764555,6.475176492,-0.070765234,0.403164084,-0.142454699,1.422699024,-0.260165847,3.237499156,0.125988115,0.110582294,0.348439559,0.299659758,0.228565586,0.201923592,0.393971614,0.423850997,0.273240185,0.243653607,0.396524524,0.588080598,0.179659769,0.813531763,0.32932171,0.914218564,0.371355412,0.793531393,0.342639668,0.96815034,0.330970203,0.411219529,0.298851487,0.662871571,0.291931401,0.82724668,0.51855927,0.374218808,0.409916929,0.436376295,0.459123187,0.721908167,0.169101443,0.263761945,0.150032129,0.305518965,0.154586393,0.532488692
27970_1#349,NA,PRJEB23294,SAMEA5098106,ERX3844435,ERR3831711,0.059959186,-1.269992433,-0.01497946,-0.024306265,0.074876425,0.001574695,-0.190296973,0.64934067,-0.074469944,0.585178339,-0.217315604,1.618663716,-0.091279541,1.989913888,-0.118666882,5.37720819,0.018813758,6.560953947,0.140434152,6.935279134,0.213023768,0.040298999,-0.036780392,0.998390995,-0.252981706,1.043430067,-0.21492982,0.520390915,-0.205001815,1.224173024,-0.16847044,1.510014942,-0.30682341,-0.842720286,-0.403121201,-0.272702404,-0.516344236,0.996860429,0.259400834,0.189127723,0.306476154,0.241917683,0.279680165,0.258663113,0.320374618,0.377859031,0.189999965,0.295447591,0.111017472,0.340543181,0.193505808,0.290448686,0.172714713,0.976704795,0.234482334,0.892490087,0.18152624,0.868294375,0.153582027,0.352763503,0.124248669,0.352545731,0.282400498,0.746379677,0.770426082,3.667479929,0.769806989,3.678157792,0.946550653,4.551908761,0.25259176,0.204052724,0.436331126,0.143826957,0.172177338,0.509315134
27970_1#35,NA,PRJEB23294,SAMEA5098123,ERX3844121,ERR3831397,-0.314722416,-1.566328933,-0.05516331,0.478682231,-0.171789457,0.739585617,-0.638417104,1.656491939,-0.13490847,0.796592744,-2.13E-04,2.980032647,-0.228834724,4.822564308,-0.156464313,4.112682201,-0.169905849,5.493908423,0.040036389,5.51594699,-0.174080189,1.400612741,-0.499617352,3.429845838,-1.049693424,3.847698307,-0.508166641,1.367249164,-0.639433807,3.826745706,-1.458431567,4.660957689,0.040767988,0.503053895,0.039474231,0.840270356,0.021803066,1.977014336,0.197914029,0.175480084,0.237540473,0.461798833,0.372286108,0.268393444,0.225360116,0.298283294,0.13713382,0.383126254,0.238042074,0.740690314,0.160926626,0.718377264,0.175642156,0.589942992,0.103908511,1.038592876,0.187405974,1.140652229,0.133377173,0.374528081,0.188257442,0.602861174,0.17562448,0.56437418,0.21177629,0.335903982,0.175085779,0.528167931,0.253283382,1.001007881,0.232887308,0.295923572,0.094408743,0.38974376,0.135978648,0.322331263
27970_1#350,NA,PRJEB23294,SAMEA5098317,ERX3844436,ERR3831712,-0.440480631,1.222320929,-0.397458079,-0.14040419,-0.14619977,0.620483129,-0.710323332,1.570905253,0.003976934,1.151233618,0.201766676,2.360009983,0.007853964,2.331265538,0.359537879,-1.60680539,0.316744497,-0.209539969,-0.057183293,-0.419925941,-0.182652813,1.416869773,-0.082161698,2.087115458,-0.36135554,2.475309945,-0.344817984,0.82550523,-0.588554794,1.728594847,-0.833981816,2.024461435,0.345382271,-3.597434153,0.148221481,-4.433166696,0.072231125,-3.018711932,0.315987673,0.283461042,0.45461792,0.334953139,0.399084092,0.390098368,0.382806243,0.408703634,0.142843821,0.337486835,0.325798153,0.433037165,0.217758834,0.385058511,0.525638535,1.189609328,0.358363835,1.029352817,0.266895692,0.849564792,0.4333023,0.544326738,0.317884583,0.600121464,0.474996789,1.206539517,0.353981472,0.386572354,0.457925501,0.972736161,0.40779786,0.954472561,0.333855683,0.670768322,0.395956963,0.605357843,0.364152566,0.934966537
27970_1#351,NA,PRJEB23294,SAMEA5098210,ERX3844437,ERR3831713,-0.811581848,-0.055142471,-0.257838017,0.08323008,-0.257299673,0.676597323,-0.877342132,2.324522573,0.074302686,1.283132051,0.156544524,3.331053077,-0.237891686,4.722809276,-0.06654791,5.999989339,0.006374611,6.288660828,0.051564254,6.978713423,-0.145671016,1.192581629,-0.514049313,2.819402396,-1.125010534,1.512197738,-0.570299329,1.698122638,-0.876267293,4.273221927,-1.915409473,5.845238281,0.447565614,-0.038551149,-0.137741602,-0.590686153,-0.149947705,-0.378203027,0.158327911,0.348608477,0.261785523,0.394311513,0.215345746,0.431164437,0.227227674,0.441382935,0.331083405,0.529562854,0.377520383,0.678354588,0.203929462,0.800870337,0.253031699,0.590940651,0.228614398,1.150101534,0.37915838,1.20839577,0.116512317,0.358089479,0.144097482,0.477415922,0.11642025,0.766940214,0.329200373,0.60282126,0.335086237,0.661630072,0.297724682,0.957107885,0.160081973,0.284311599,0.295219458,0.387670874,0.235282562,0.705496095
27970_1#352,NA,PRJEB23294,SAMEA5098403,ERX3844438,ERR3831714,-3.28E-04,-1.273767886,-0.023404303,-0.58262866,0.304352888,0.327392188,-0.462342114,1.309910878,-0.264290926,1.113550889,-0.340464725,3.186378432,-0.379996727,5.492449063,-0.182848922,-0.464884584,-0.016916855,-1.140850857,0.047518751,-0.528162712,0.002134941,0.983514459,0.059406689,2.684401196,0.239404913,1.617332555,-0.242027913,1.267404248,-0.397416763,3.015500963,-0.73213207,3.017121377,-0.100076228,-0.98220629,0.072306574,-0.290970482,0.05063237,-0.479218005,0.09124099,0.265338821,0.150251657,0.370129983,0.176371974,0.44017404,0.223720861,0.441912729,0.25739313,0.583088675,0.235059553,0.560953989,0.212781036,0.780761428,0.19265296,1.539822706,0.188673304,0.715101367,0.224347439,0.785242882,0.159742971,0.416247961,0.15142884,0.31291525,0.477257775,0.966087311,0.250273222,0.540663909,0.25209514,0.195126668,0.244746143,0.722198706,0.236240803,1.537834584,0.231807067,0.596852554,0.480658111,1.26521085
27970_1#353,NA,PRJEB23294,SAMEA5098211,ERX3844439,ERR3831715,-0.41190769,-1.371463431,0.262989308,0.657745273,0.06451405,0.941814138,-0.371644745,1.497256711,-0.210505088,0.844622372,-0.351065978,2.430876682,-0.426482484,4.102335683,-0.02803938,4.185072029,-0.167688424,5.541868354,0.037640126,5.889137356,-0.209389266,1.478242969,-0.435529682,3.524591565,-1.122607927,4.858033809,-0.611737516,1.247954942,-0.870707932,2.76242408,-1.705288639,3.231474345,0.024140317,0.499102391,-0.314827633,1.173776658,-0.193010707,3.242167529,0.175762524,0.089467587,0.328089913,0.316008214,0.214207601,0.218668471,0.205722508,0.429518701,0.280314341,0.351106742,0.206795844,0.703654719,0.287526123,0.761981156,0.386194322,1.00976672,0.367474313,1.305014471,0.389618734,1.456959551,0.204813789,0.506196564,0.283665026,0.722706667,0.213381021,0.977421294,0.356328341,0.608365666,0.264139738,0.702502166,0.317167319,0.786029586,0.250364306,0.174750402,0.223579221,0.290163909,0.270804514,0.642931044
27970_1#354,NA,PRJEB23294,SAMEA5098404,ERX3844440,ERR3831716,-0.83812094,-0.770759678,-0.182883177,0.255139512,-0.190911623,0.9214843,-0.724807725,1.209844363,0.044887406,1.160280761,0.072827798,3.36930244,-0.139021087,4.486041702,-0.462563158,0.601369268,-0.360707862,0.976805319,-0.417665096,1.532738014,-0.094250668,1.582746309,-0.325126296,1.468092304,-0.581901525,1.036814879,-0.216371837,1.562787682,-0.50450895,4.483137964,-0.649377752,2.915283343,0.162446358,-0.438433547,-0.12346314,-0.568164787,-0.162082717,0.396029103,0.185995016,0.273270957,0.199543963,0.346058212,0.222722401,0.624028561,0.204968732,0.383857009,0.418093757,0.223092851,0.239253658,0.614391561,0.176448261,0.839385384,0.271655242,0.515093317,0.181036747,0.54876367,0.356649959,0.597643302,0.26217514,0.663332268,0.23804684,0.651261542,0.634704659,0.827023927,0.36372719,0.996253931,0.303625343,0.542956194,0.387492005,0.702165876,0.148722387,0.266116315,0.166265881,0.262270993,0.444821403,0.325325815
27970_1#355,NA,PRJEB23294,SAMEA5098107,ERX3844441,ERR3831717,-0.069229895,-0.743205881,0.221283161,0.44864394,0.02573046,0.693219843,-0.437090826,1.691892125,-0.049773546,1.458440914,-0.177874337,3.125739798,-0.254141885,4.245116484,0.112382087,5.456314382,0.169094941,6.376437598,0.323041236,6.334244465,-0.075017983,0.049692991,-0.300467457,0.877609396,-0.268788869,1.61298164,-0.343142639,1.395000159,-0.109503956,3.450003735,-0.747330867,3.323763079,-0.049022365,-0.130255704,0.031213948,-0.105242623,0.155255007,-1.89661187,0.202677994,0.095453634,0.210414256,0.150090102,0.227371371,0.141559879,0.356586343,0.143012257,0.215767072,0.415909716,0.355488758,0.549016431,0.178043243,0.571464068,0.316329859,1.201832629,0.257875998,1.033007034,0.254552421,0.803973533,0.100717044,0.190977526,0.096127945,0.252334282,0.153648849,0.378393257,0.190642905,0.41015099,0.305158111,0.509720617,0.302264895,1.079001459,0.126144141,0.169663923,0.136287105,0.304003334,0.1871212,0.944185682
27970_1#356,NA,PRJEB23294,SAMEA5098318,ERX3844442,ERR3831718,-0.573156348,-0.628301359,-0.053599412,0.17568895,0.308217447,-0.046410315,0.42718843,-0.19816966,-0.050810434,0.108113231,-0.109273324,0.080928576,-0.088249535,0.01936988,0.037495301,-0.00576399,-0.081086437,-0.114629437,0.023361852,0.358885187,-0.020600793,0.090217415,-0.070380111,-0.116285547,-0.075492912,-0.668050768,0.036491445,0.015534685,-0.102245213,-0.005798579,0.043313096,0.053845027,0.013913809,-0.248010732,0.01916439,-0.20397308,0.009540778,-0.962856008,0.157847635,0.168341408,0.166564322,0.2454834,0.226418351,0.279386701,0.171504254,0.246073025,0.152321017,0.190373779,0.159330554,0.226795442,0.164817779,0.200815097,0.143149786,0.152692311,0.174710318,0.188106544,0.137648128,0.248800738,0.103534989,0.305179533,0.095488363,0.281181341,0.114891458,0.498620809,0.149978004,0.222420196,0.15981592,0.233275258,0.045963388,0.442357712,0.076227177,0.150584946,0.101545241,0.280849502,0.095106355,0.228242308
27970_1#357,NA,PRJEB23294,SAMEA5098108,ERX3844443,ERR3831719,-0.785178696,-0.590701284,-0.029423839,-0.103764652,0.008683017,0.044367044,-0.410898015,0.898974934,0.006715465,1.158975616,0.005114736,2.465758112,-0.115417603,3.872196688,-0.080406177,5.026733975,0.058584426,6.280175104,0.2387584,8.345516991,-0.005413542,1.058620721,-0.295659558,0.714396604,-0.098917007,-2.148867237,-0.143883282,0.75826599,-0.463198527,2.055739481,-0.718016273,1.463414778,-0.008999615,1.276690299,-0.366820845,1.785249856,-0.129829658,4.256654079,0.199021264,0.141018813,0.229896814,0.173886799,0.216349594,0.196896386,0.227076521,0.393646167,0.208968668,0.492683097,0.750176994,0.359458544,0.166030435,0.496662001,0.177156775,1.462862117,0.110059145,0.921113777,0.228115451,0.788207263,0.294442785,0.439322671,0.2722132,0.584770962,0.228281056,0.984568126,0.150130777,0.32377289,0.179904873,0.428555438,0.316075202,0.934662077,0.219694249,0.50747381,0.204136784,0.376358451,0.350718562,1.108257963
27970_1#358,NA,PRJEB23294,SAMEA5098319,ERX3844444,ERR3831720,-0.186039032,-3.264518189,-0.213661812,-0.370847409,-0.392170887,0.162082612,-1.084858436,0.512990376,0.055406964,0.441740046,0.020755091,2.583206516,-0.068098507,4.045225746,-1.123824478,3.508404533,-1.163621689,3.486623456,-1.290692777,2.950789522,0.178868369,-0.722710121,-0.154786538,0.724451708,-0.318910205,1.830735288,-0.254511553,0.96949877,-0.640392772,2.577755674,-0.828789809,4.512539656,0.008810643,-0.182048349,0.245233835,0.127734409,-0.341997264,1.007525455,0.233264296,0.343456789,0.266906535,0.383163889,0.402473675,0.760211294,0.356939179,0.576766749,0.332766573,0.614801458,0.352224714,0.701539806,0.326076997,0.774693322,0.568208244,1.731416079,0.55666258,1.649528169,0.589267021,1.598870436,0.184862441,0.967908852,0.341862413,1.13482358,0.16098648,1.413824712,0.110539166,0.247469643,0.161451748,0.258103622,0.189144195,0.480378557,0.274977095,0.538410733,0.280377952,1.560799632,0.338706353,0.955149786
27970_1#359,NA,PRJEB23294,SAMEA5098212,ERX3844445,ERR3831721,0.176855433,-0.265656465,-0.019728254,0.226419717,-0.206583006,0.810428851,-0.700873231,2.475090147,-0.045312574,1.316974332,-0.110324864,3.490422653,-0.111670758,5.26348622,-0.107421205,5.584350585,-0.065122153,4.645415718,0.213207915,6.391304164,-0.16403682,1.378603149,-0.526922237,3.725062899,-1.327720842,5.450889512,-0.258013044,1.920602036,-0.429810786,4.938468865,-1.299729888,6.549628695,-0.365161459,0.875879918,-0.368684275,2.052947777,-0.37988947,3.867773063,0.220175258,0.203420004,0.258774892,0.242138978,0.250648047,0.27093621,0.291758878,0.305125405,0.221371805,0.284234626,0.492793504,0.424041818,0.120298972,0.706598828,0.257066932,0.787318966,0.243720718,1.444234572,0.236609055,0.833860123,0.136872316,0.18809249,0.121415585,0.385755677,0.111952437,0.183184926,0.232312003,0.464695129,0.300259622,0.487133219,0.215618632,0.750163341,0.189700981,0.247909851,0.132854229,0.350689561,0.196187249,0.39772394
27970_1#361,NA,PRJEB23294,SAMEA5098213,ERX3844447,ERR3831723,-0.29603092,-0.117161303,0.03161138,-0.207920366,-0.002400427,-0.237881107,-0.215137582,0.168555578,-0.004402499,0.994741346,-0.059913626,2.635321803,-0.071539561,2.569103658,-0.504797927,0.839590125,-0.296518899,0.750748621,-0.029711302,0.508277111,-0.081812087,1.25692457,-0.237886709,2.040509164,-0.690047507,2.083815531,-0.537884037,1.542041345,-1.102569773,4.588107351,-1.761086626,7.059204308,-0.082466332,1.400064639,-0.358263785,2.497842711,-0.472306568,4.699325662,0.101104518,0.14307381,0.150704076,0.176246395,0.154251442,0.179092051,0.139762429,0.295031407,0.297691655,0.178663226,0.291902995,0.768011604,0.281547514,0.73512735,0.211038784,0.354937512,0.338233557,0.893117071,0.322982109,0.371674534,0.330712322,0.267818154,0.162156098,0.472934904,0.254516507,0.753395043,0.276247655,0.485552377,0.274045285,0.282158985,0.22259065,0.276143786,0.297665613,0.408020809,0.256223188,0.653099945,0.214689193,0.980031585
27970_1#363,NA,PRJEB23294,SAMEA5098109,ERX3844449,ERR3831725,0.286580383,-0.907421681,0.056002441,-0.074767885,0.004887643,0.242675592,-0.334653196,1.335860512,-0.109266755,1.005149613,-0.141803917,2.793955527,-0.068034066,4.995144972,0.022203096,5.655252348,-0.018585087,4.15821239,0.182437039,6.369773227,-0.135386333,1.415409983,-0.416848629,2.937207445,-0.715904744,2.853859385,-0.213588346,1.859882894,-0.508274154,4.796832901,-1.404495392,6.123335082,-0.465389651,0.51265031,-0.404942464,1.722878808,-0.485288443,3.365821785,0.100295298,0.132267495,0.217242561,0.276776511,0.188592766,0.302307407,0.224156183,0.234471409,0.235348404,0.267142808,0.304860247,0.460866935,0.211517255,0.627646968,0.206219666,0.763703541,0.217575578,1.31286456,0.270723768,1.088734681,0.119779459,0.254569029,0.110602876,0.360829982,0.190757819,0.479097787,0.244794537,0.449213494,0.255848598,0.404110241,0.259675772,0.89561377,0.123429709,0.300509718,0.146245319,0.372203577,0.141001759,0.38943454
27970_1#364,NA,PRJEB23294,SAMEA5098320,ERX3844450,ERR3831726,-0.670645815,-1.192620468,-0.240154501,0.129482911,-0.159702912,0.365432282,-0.425188755,0.684824997,-0.121435661,1.150422469,-0.052813209,3.109918422,-0.203635216,3.868799929,-0.394273891,0.022346226,-0.168430174,0.310133494,-0.272536585,0.642323405,-0.221324703,0.492182462,-0.374322633,0.628234774,-0.286088148,0.370914481,-0.185120571,0.758803971,-0.412647104,2.446162759,-0.670120815,3.030419528,-0.075570191,-0.496237036,-0.164039242,-0.203706835,-0.450097319,0.71642707,0.082971247,0.068938689,0.142201193,0.083029977,0.124324843,0.146911372,0.090951966,0.43979938,0.106472523,0.182442287,0.224336267,0.540118471,0.134886033,0.704927287,0.163086511,0.278356072,0.115584394,0.171496124,0.21314973,0.222562192,0.123161743,0.333017279,0.141148083,0.297220875,0.252233777,0.57576417,0.116896939,0.307136317,0.157388152,0.303103477,0.152262587,0.440916268,0.167125881,0.56176681,0.209042367,0.494619386,0.172124369,0.514727911
27970_1#365,NA,PRJEB23294,SAMEA5098110,ERX3844451,ERR3831727,0.239339506,-1.268318744,-0.007655928,0.092547753,0.047219719,0.149855798,-0.335984071,0.585863435,-0.327786956,0.07143045,-0.413048978,1.117331429,-0.201624951,2.808050666,-0.042217524,0.628429395,-0.037799752,1.350126544,0.218650904,1.6299255,0.060214047,1.431004226,-0.220814065,2.292821333,-0.343404267,2.155648398,-0.407367315,1.508269086,-0.621096167,3.8100735,-1.110043382,7.113835302,-0.178732818,0.040471189,-0.219812437,0.710378851,-0.260296643,2.721255692,0.130935009,0.075804263,0.186323423,0.207122393,0.176704957,0.116712973,0.215455501,0.348887512,0.171894365,0.331796287,0.150748147,0.381737851,0.220728214,0.448607693,0.135031558,0.632796262,0.120777193,1.260267296,0.180550492,1.786390404,0.143312534,0.292907426,0.151867373,0.239596143,0.175237283,0.406194082,0.195497708,0.182008933,0.301839282,0.293959922,0.286503609,0.798905361,0.09337338,0.452243372,0.116167521,0.223179012,0.539532179,0.997349687
27970_1#366,NA,PRJEB23294,SAMEA5098321,ERX3844452,ERR3831728,-0.637007176,0.578506406,-0.262311913,0.035442504,-0.129384329,0.494881548,-0.613640319,1.127001078,0.112065233,0.945679218,0.220936177,2.668073373,0.051177598,2.524568877,0.111739561,-0.940530216,-0.104649201,-0.952371319,-0.117921699,0.06531737,0.210860304,2.052435937,-0.165289312,4.016043429,-0.472773617,5.109955808,-0.043094596,2.269357714,-0.743191387,4.361033579,-1.427095877,7.606596492,0.209340164,-1.359541525,0.306468953,-3.528810478,0.639289315,-3.473864667,0.230285276,0.174154106,0.357157538,0.305625848,0.240986588,0.303591201,0.500472728,0.372943051,0.186731649,0.194739231,0.304132394,0.426968716,0.301841795,0.401336207,0.43767536,1.235630513,0.321171956,0.429290138,0.402012482,0.745017752,0.313256928,0.481258743,0.292716166,0.447551647,0.329374422,0.843237081,0.236633548,0.551630803,0.19381995,0.448005637,0.213812778,0.331754241,0.273814555,0.774455952,0.231928223,0.740489771,0.361539277,0.393640487
27970_1#367,NA,PRJEB23294,SAMEA5098214,ERX3844453,ERR3831729,-0.188939238,-1.070774741,-0.059912776,-0.21178737,-0.254198477,0.630218732,-0.875629738,1.794615643,0.015986402,1.329777126,0.005117964,3.356457494,0.056791648,4.940244419,0.11341881,2.669623258,0.007554626,3.342638815,-0.096699177,5.533469503,-0.164791045,1.60155384,-0.485684946,3.33192732,-1.07467976,4.318304107,-0.176064585,1.969295399,-0.736743553,4.785761214,-1.241172461,6.390483367,0.017317479,0.835197035,-0.13708172,2.547597656,-0.691348417,3.72747037,0.089495673,0.25975972,0.214922916,0.310654259,0.2358018,0.364631741,0.151600301,0.419502591,0.562376032,0.47054329,0.222943427,0.839780981,0.513190965,0.913669136,0.144735241,0.33018261,0.155695775,0.608085479,0.114313956,1.280306556,0.810706478,3.629304238,0.795625547,3.63378747,0.816483815,3.916126792,0.333008754,0.242619133,0.453870592,0.53486093,0.284002972,0.617394712,0.420874949,0.386023177,0.656819872,0.314557351,0.243058552,0.785272725
27970_1#37,NA,PRJEB23294,SAMEA5098124,ERX3844123,ERR3831399,-0.160111141,0.625656917,-0.270580834,0.129873023,-0.242043688,0.32873268,-0.491098649,1.210137678,-0.127650474,0.928195677,-0.190149884,1.868003621,-0.267960212,2.640382379,-0.204948383,5.196208343,0.038221727,5.213421644,0.071822017,6.027825843,0.155928733,0.783072136,-0.205676425,1.066137963,-0.872585585,-1.051448315,-0.147450527,1.76035883,-0.746828979,4.071294135,-1.652123211,5.9422489,-0.094521734,-2.471667327,0.083677838,-2.110785937,0.208170627,-1.654274328,0.157613006,0.181132375,0.216356958,0.238392144,0.174600072,0.233519744,0.214524373,0.38267561,0.168210203,0.417977914,0.193884614,0.592830314,0.213822402,0.820614558,0.161764491,0.953976121,0.16413806,1.136418267,0.118954703,0.950694121,0.26317452,0.249368166,0.234497483,0.522290201,0.241478394,0.924910742,0.265662568,0.425132321,0.190989614,0.475880988,0.114083274,0.897099837,0.255325979,0.265518186,0.23846149,0.576367799,0.248061709,0.442749674
27970_1#370,NA,PRJEB23294,SAMEA5098408,ERX3844456,ERR3831732,0.137532066,-1.058821924,-0.004017225,-0.347277341,-0.011932135,0.432904515,-0.589028887,1.395533521,-0.104223803,0.708411647,-0.176221088,1.954141711,-0.133875864,4.279742891,-0.230910904,1.369435231,-0.166664735,1.28077392,-0.171279761,1.552204722,-0.18206837,1.543271316,-0.366180623,3.46494123,-0.831243127,4.033749267,-0.072522401,1.90655873,-0.772336825,3.999845668,-0.956142357,7.007900092,0.337435586,-0.336455241,0.353370526,0.921336966,0.218845311,1.268487718,0.150967583,0.164871438,0.298082641,0.302129092,0.184279173,0.312476733,0.165663179,0.457143742,0.158650636,0.438126991,0.162914718,0.729086743,0.166778805,0.700575765,0.140396963,0.454799591,0.087669799,0.481579451,0.09426739,0.496195643,0.149289387,0.247065629,0.148301074,0.585610157,0.176504255,0.899593305,0.226671052,0.329454008,0.214233318,0.562587845,0.418740592,0.734887098,0.101692523,0.484956348,0.164698873,0.503324654,0.183685404,0.419774588
27970_1#371,NA,PRJEB23294,SAMEA5098111,ERX3844457,ERR3831733,0.267555213,-0.633505492,-0.077466012,0.02066574,-0.084389217,0.057218174,-0.432196299,0.729847552,-0.492263686,0.479563015,-0.657863702,2.218898508,-0.143572326,4.613737004,0.092870578,4.605246661,0.216682123,5.710069729,0.13435145,7.715467713,-0.010365724,1.122022955,-0.374357528,2.266490211,-0.99562227,2.514060897,-0.59648242,0.990735407,-0.635492847,2.486120672,-0.857423166,2.725386714,0.128415358,0.586745902,0.104147495,1.513891052,-0.192268753,2.972250654,0.248947188,0.292153899,0.287041018,0.411142698,0.258229014,0.309388339,0.427517788,0.437263143,0.526955997,0.274047091,0.572095234,0.639382171,0.631856526,1.008949235,0.309305721,1.90586304,0.463283455,1.712463435,0.297850676,1.898688626,0.221409573,0.489301955,0.171198697,0.424910851,0.194827363,0.434249333,0.602191516,0.384328391,0.614079131,0.624095818,0.726957329,1.014302081,0.369277874,0.641168098,0.362641399,0.417579631,0.376553808,0.927514087
27970_1#373,NA,PRJEB23294,SAMEA5098112,ERX3844459,ERR3831735,-0.547893916,-1.592895607,-0.240364678,0.079179997,-0.154529552,0.547394842,-0.773418313,1.76340926,0.045161088,0.834353549,0.333758454,2.805512427,-0.116180994,4.091010753,0.005576315,4.379449422,0.233189631,5.380153014,0.406209975,6.712746084,0.080458446,1.296021017,-0.457073019,2.373704733,-0.903751521,2.251119433,-0.476845237,0.917807348,-0.257910133,3.596593318,-1.007064443,4.036711049,0.047460151,-0.065345265,-0.054614971,0.111055294,0.127474321,1.610291704,0.19471883,0.155458305,0.247031414,0.291777535,0.225692984,0.319533253,0.3276645,0.363002414,0.301322832,0.554953908,0.22110318,0.472915678,0.140548264,0.7788962,0.174892129,0.818920091,0.206475028,1.260709711,0.18819767,1.165579307,0.122158967,0.474949011,0.20203159,0.3986677,0.303879177,0.443596088,0.23071977,0.463692075,0.224524606,0.569687612,0.289235797,1.288427201,0.288486506,0.369141228,0.140924004,0.334846534,0.153772538,0.380149855
27970_1#375,NA,PRJEB23294,SAMEA5098216,ERX3844461,ERR3831737,0.034901848,-0.260558612,-0.125558343,-0.195984036,-0.142960637,0.026627142,-0.751979373,0.893021856,-0.149928813,1.366212303,-0.139839664,3.381543286,-0.24292347,5.214623921,-0.105915035,4.654999796,0.005204853,5.474410285,0.18149328,6.115067748,-0.043522542,0.661644734,-0.404043136,2.083526436,-1.090142626,2.228771659,-0.322892926,1.795638593,-0.569752475,4.788656393,-1.685779363,6.503731062,-0.191965354,1.281268708,-0.226233905,2.139806452,-0.381521417,4.220135214,0.224531032,0.358345873,0.288966955,0.418028737,0.244563279,0.383403432,0.278128371,0.377945308,0.155978158,0.424281643,0.280601187,0.688209785,0.154042836,0.715386043,0.155553577,0.690650744,0.190278217,0.630337218,0.144613603,0.803945567,0.05763241,0.191993907,0.194425926,0.208785698,0.148767173,0.299340471,0.240222194,0.34954084,0.677238469,0.57901697,0.260549431,0.829376187,0.105063785,0.304211977,0.081014495,0.36212922,0.156379853,0.486395906
